codigo_produto,categoria,custo_unitario,preco_venda,unidades_vendidas_90d,estoque_atual
PROD-199551,Vestuário,88.71,178.55,12,79.0
PROD-199552,Utilidades Domésticas,88.47,126.85,21,76.0
PROD-199553,Utilidades Domésticas,113.86,239.06,194,169.0
PROD-199554,Eletrônicos,181.42,255.48,334,294.0
PROD-199555,Vestuário,251.5,483.33,298,153.0
PROD-199556,Vestuário,283.46,615.69,7,64.0
PROD-199557,Vestuário,171.45,286.04,294,232.0
PROD-199558,Utilidades Domésticas,140.22,191.14,272,23.0
PROD-199559,Eletrônicos,97.74,136.55,41,108.0
PROD-199560,Vestuário,226.95,486.19,24,185.0
PROD-199561,Utilidades Domésticas,97.75,156.81,14,253.0
PROD-199562,Utilidades Domésticas,120.01,217.11,369,11.0
PROD-199563,Alimentos e Bebidas,21.61,38.61,32,84.0
PROD-199564,Alimentos e Bebidas,172.55,310.21,44,78.0
PROD-199565,Alimentos e Bebidas,33.42,67.12,59,257.0
PROD-199566,Utilidades Domésticas,26.17,34.4,163,289.0
PROD-199567,Vestuário,18.23,30.42,74,217.0
PROD-199568,Beleza e Perfumaria,115.87,185.13,96,172.0
PROD-199569,Utilidades Domésticas,40.54,88.86,155,147.0
PROD-199570,Vestuário,232.99,388.67,79,268.0
PROD-199571,Vestuário,248.2,348.73,217,215.0
PROD-199572,Alimentos e Bebidas,24.79,48.36,195,224.0
PROD-199573,Vestuário,88.98,188.06,564,153.0
PROD-199574,Alimentos e Bebidas,79.44,151.91,59,203.0
PROD-199575,Utilidades Domésticas,167.33,298.44,58,50.0
PROD-199576,Beleza e Perfumaria,170.07,272.81,317,98.0
PROD-199577,Eletrônicos,279.62,564.95,103,81.0
PROD-199578,Vestuário,160.0,283.35,607,204.0
PROD-199579,Vestuário,264.93,420.57,801,209.0
PROD-199580,Vestuário,260.5,426.45,125,241.0
PROD-199581,Utilidades Domésticas,86.28,179.3,79,51.0
PROD-199582,Utilidades Domésticas,253.92,497.62,209,191.0
PROD-199583,Vestuário,102.24,135.1,291,187.0
PROD-199584,Alimentos e Bebidas,75.95,120.9,40,124.0
PROD-199585,Vestuário,151.95,211.56,143,55.0
PROD-199586,Eletrônicos,90.8,171.1,67,181.0
PROD-199587,Utilidades Domésticas,83.5,117.55,48,208.0
PROD-199588,Vestuário,284.64,610.77,18,174.0
PROD-199589,Vestuário,258.52,405.07,108,77.0
PROD-199590,Vestuário,85.73,173.96,7,137.0
PROD-199591,Vestuário,244.14,478.74,144,281.0
PROD-199592,Vestuário,81.56,134.18,60,162.0
PROD-199593,Beleza e Perfumaria,20.15,39.54,23,278.0
PROD-199594,Alimentos e Bebidas,265.22,477.34,57,28.0
PROD-199595,Vestuário,147.14,254.02,102,187.0
PROD-199596,Utilidades Domésticas,206.49,281.12,294,269.0
PROD-199597,Alimentos e Bebidas,257.4,457.59,144,53.0
PROD-199598,Vestuário,206.89,405.16,162,236.0
PROD-199599,Beleza e Perfumaria,291.2,395.77,140,139.0
PROD-199600,Vestuário,199.68,294.13,141,180.0
PROD-199601,Vestuário,166.71,226.79,169,268.0
PROD-199602,Alimentos e Bebidas,133.88,240.2,238,76.0
PROD-199603,Alimentos e Bebidas,292.34,440.36,514,33.0
PROD-199604,Beleza e Perfumaria,200.14,341.8,25,69.0
PROD-199605,Vestuário,69.88,94.08,14,14.0
PROD-199606,Alimentos e Bebidas,275.57,523.47,59,105.0
PROD-199607,Eletrônicos,183.47,363.28,169,117.0
PROD-199608,Eletrônicos,128.28,257.33,212,31.0
PROD-199609,Vestuário,85.3,135.95,62,299.0
PROD-199610,Eletrônicos,32.59,45.27,425,190.0
PROD-199611,Vestuário,121.1,251.47,114,251.0
PROD-199612,Vestuário,167.65,286.87,6,99.0
PROD-199613,Alimentos e Bebidas,232.94,344.64,23,50.0
PROD-199614,Vestuário,186.77,279.2,213,221.0
PROD-199615,Alimentos e Bebidas,222.15,306.74,260,72.0
PROD-199616,Vestuário,70.48,106.53,36,160.0
PROD-199617,Alimentos e Bebidas,205.5,382.49,28,214.0
PROD-199618,Alimentos e Bebidas,155.23,337.91,89,129.0
PROD-199619,Alimentos e Bebidas,31.14,56.75,106,204.0
PROD-199620,Alimentos e Bebidas,62.77,118.38,1357,239.0
PROD-199621,Alimentos e Bebidas,200.04,355.9,105,122.0
PROD-199622,Vestuário,163.49,236.88,148,2.0
PROD-199623,Vestuário,205.98,370.66,72,42.0
PROD-199624,Alimentos e Bebidas,113.62,182.21,155,105.0
PROD-199625,Alimentos e Bebidas,273.05,573.36,26,29.0
PROD-199626,Vestuário,234.64,408.01,28,14.0
PROD-199627,Alimentos e Bebidas,208.9,383.93,247,118.0
PROD-199628,Vestuário,43.38,94.01,14,84.0
PROD-199629,Utilidades Domésticas,131.38,180.44,54,212.0
PROD-199630,Alimentos e Bebidas,165.72,282.56,548,221.0
PROD-199631,Alimentos e Bebidas,157.86,240.15,105,213.0
PROD-199632,Utilidades Domésticas,157.47,288.57,31,138.0
PROD-199633,Alimentos e Bebidas,141.28,275.49,124,245.0
PROD-199634,Vestuário,176.63,352.22,187,251.0
PROD-199635,Vestuário,38.24,75.2,112,65.0
PROD-199636,Vestuário,66.15,102.8,51,259.0
PROD-199637,Vestuário,263.1,506.91,233,99.0
PROD-199638,Eletrônicos,172.26,273.74,275,88.0
PROD-199639,Utilidades Domésticas,147.37,271.51,32,12.0
PROD-199640,Eletrônicos,210.38,416.38,100,216.0
PROD-199641,Vestuário,65.43,89.2,80,86.0
PROD-199642,Vestuário,126.64,249.26,137,148.0
PROD-199643,Alimentos e Bebidas,110.43,203.26,66,165.0
PROD-199644,Utilidades Domésticas,56.29,115.79,195,198.0
PROD-199645,Alimentos e Bebidas,272.09,484.56,51,108.0
PROD-199646,Alimentos e Bebidas,249.41,332.2,203,48.0
PROD-199647,Beleza e Perfumaria,297.71,587.26,9,271.0
PROD-199648,Vestuário,252.54,491.18,474,46.0
PROD-199649,Utilidades Domésticas,225.58,468.35,27,16.0
PROD-199650,Vestuário,89.67,146.05,132,243.0
PROD-199651,Alimentos e Bebidas,120.36,196.63,46,123.0
PROD-199652,Utilidades Domésticas,141.34,226.86,13,73.0
PROD-199653,Vestuário,267.88,500.01,133,30.0
PROD-199654,Alimentos e Bebidas,168.72,279.61,297,172.0
PROD-199655,Alimentos e Bebidas,34.23,45.39,25,49.0
PROD-199656,Vestuário,253.61,358.94,1076,299.0
PROD-199657,Vestuário,144.42,259.36,101,298.0
PROD-199658,Beleza e Perfumaria,91.64,144.97,259,141.0
PROD-199659,Utilidades Domésticas,298.08,488.02,459,226.0
PROD-199660,Eletrônicos,92.16,170.33,171,295.0
PROD-199661,Vestuário,189.68,313.75,92,204.0
PROD-199662,Vestuário,52.18,112.78,617,115.0
PROD-199663,Vestuário,13.07,22.61,8,162.0
PROD-199664,Vestuário,253.84,458.85,22,210.0
PROD-199665,Vestuário,180.16,307.98,65,67.0
PROD-199666,Vestuário,214.85,423.78,106,46.0
PROD-199667,Beleza e Perfumaria,275.3,523.02,663,80.0
PROD-199668,Beleza e Perfumaria,170.17,350.51,21,94.0
PROD-199669,Alimentos e Bebidas,160.28,276.07,36,208.0
PROD-199670,Alimentos e Bebidas,270.38,419.75,18,192.0
PROD-199671,Vestuário,268.08,470.49,58,34.0
PROD-199672,Alimentos e Bebidas,207.28,355.37,158,97.0
PROD-199673,Eletrônicos,171.77,264.44,363,206.0
PROD-199674,Vestuário,106.64,233.49,85,91.0
PROD-199675,Utilidades Domésticas,204.57,286.31,5,52.0
PROD-199676,Alimentos e Bebidas,87.44,169.43,43,239.0
PROD-199677,Alimentos e Bebidas,105.92,149.87,521,114.0
PROD-199678,Utilidades Domésticas,85.82,115.0,95,5.0
PROD-199679,Utilidades Domésticas,180.17,261.55,31,268.0
PROD-199680,Eletrônicos,100.09,207.85,122,91.0
PROD-199681,Beleza e Perfumaria,171.53,235.43,163,97.0
PROD-199682,Utilidades Domésticas,63.57,104.79,117,273.0
PROD-199683,Utilidades Domésticas,171.29,317.79,28,6.0
PROD-199684,Vestuário,152.15,288.86,34,124.0
PROD-199685,Utilidades Domésticas,204.18,306.88,123,204.0
PROD-199686,Eletrônicos,271.09,410.89,406,20.0
PROD-199687,Eletrônicos,50.05,98.5,167,261.0
PROD-199688,Vestuário,294.99,433.95,97,278.0
PROD-199689,Alimentos e Bebidas,90.13,148.96,87,60.0
PROD-199690,Utilidades Domésticas,77.18,101.72,397,21.0
PROD-199691,Vestuário,269.33,584.37,330,46.0
PROD-199692,Eletrônicos,267.01,533.03,109,184.0
PROD-199693,Vestuário,80.84,164.24,131,55.0
PROD-199694,Alimentos e Bebidas,135.29,256.69,102,132.0
PROD-199695,Alimentos e Bebidas,12.25,24.6,151,63.0
PROD-199696,Alimentos e Bebidas,115.95,244.27,93,251.0
PROD-199697,Eletrônicos,200.84,389.53,281,37.0
PROD-199698,Eletrônicos,214.73,378.65,64,207.0
PROD-199699,Eletrônicos,19.47,28.64,222,99.0
PROD-199700,Alimentos e Bebidas,120.53,191.0,57,58.0
PROD-199701,Utilidades Domésticas,26.28,44.98,142,21.0
PROD-199702,Vestuário,15.97,34.6,180,197.0
PROD-199703,Alimentos e Bebidas,165.24,260.76,7,216.0
PROD-199704,Vestuário,275.53,532.37,109,95.0
PROD-199705,Eletrônicos,204.52,342.36,77,41.0
PROD-199706,Alimentos e Bebidas,234.12,359.18,155,84.0
PROD-199707,Vestuário,285.51,443.18,111,225.0
PROD-199708,Utilidades Domésticas,8.25,15.68,169,296.0
PROD-199709,Alimentos e Bebidas,80.33,135.32,149,14.0
PROD-199710,Alimentos e Bebidas,40.3,67.96,43,277.0
PROD-199711,Vestuário,168.19,247.15,261,192.0
PROD-199712,Eletrônicos,67.47,96.02,57,216.0
PROD-199713,Vestuário,189.07,312.5,38,209.0
PROD-199714,Alimentos e Bebidas,293.42,511.13,37,286.0
PROD-199715,Alimentos e Bebidas,206.41,325.33,92,64.0
PROD-199716,Vestuário,62.78,107.65,115,22.0
PROD-199717,Vestuário,41.56,68.97,136,285.0
PROD-199718,Eletrônicos,88.07,189.72,197,288.0
PROD-199719,Vestuário,230.34,479.22,269,256.0
PROD-199720,Eletrônicos,126.06,210.63,123,149.0
PROD-199721,Vestuário,142.23,292.9,63,242.0
PROD-199722,Utilidades Domésticas,49.89,104.61,158,54.0
PROD-199723,Alimentos e Bebidas,152.64,213.0,840,210.0
PROD-199724,Alimentos e Bebidas,9.79,14.73,103,117.0
PROD-199725,Vestuário,41.54,82.87,207,75.0
PROD-199726,Utilidades Domésticas,242.36,397.17,370,65.0
PROD-199727,Alimentos e Bebidas,60.67,81.6,28,163.0
PROD-199728,Alimentos e Bebidas,49.03,97.93,135,199.0
PROD-199729,Alimentos e Bebidas,101.0,180.08,98,87.0
PROD-199730,Vestuário,174.57,279.0,448,202.0
PROD-199731,Vestuário,102.34,166.48,35,173.0
PROD-199732,Alimentos e Bebidas,8.14,11.29,322,179.0
PROD-199733,Alimentos e Bebidas,77.26,109.21,110,69.0
PROD-199734,Vestuário,9.11,17.59,73,202.0
PROD-199735,Utilidades Domésticas,126.74,217.9,67,176.0
PROD-199736,Eletrônicos,68.35,118.7,80,97.0
PROD-199737,Vestuário,240.76,424.57,279,269.0
PROD-199738,Eletrônicos,54.83,71.68,90,23.0
PROD-199739,Eletrônicos,252.01,496.02,210,198.0
PROD-199740,Beleza e Perfumaria,23.7,32.64,64,37.0
PROD-199741,Alimentos e Bebidas,114.26,191.0,34,49.0
PROD-199742,Alimentos e Bebidas,296.76,396.97,278,58.0
PROD-199743,Vestuário,190.34,292.22,21,111.0
PROD-199744,Alimentos e Bebidas,283.09,449.49,57,83.0
PROD-199745,Alimentos e Bebidas,116.33,205.09,270,55.0
PROD-199746,Beleza e Perfumaria,42.52,67.08,24,151.0
PROD-199747,Eletrônicos,33.3,44.29,39,45.0
PROD-199748,Alimentos e Bebidas,183.2,387.44,34,223.0
PROD-199749,Alimentos e Bebidas,140.5,254.83,589,169.0
PROD-199750,Utilidades Domésticas,32.35,48.91,1113,94.0
PROD-199751,Alimentos e Bebidas,209.97,458.76,29,81.0
PROD-199752,Vestuário,288.29,402.81,112,65.0
PROD-199753,Eletrônicos,219.99,464.51,77,169.0
PROD-199754,Vestuário,83.66,147.13,230,202.0
PROD-199755,Vestuário,220.88,394.67,155,277.0
PROD-199756,Vestuário,40.15,56.32,133,214.0
PROD-199757,Vestuário,178.83,234.08,238,74.0
PROD-199758,Eletrônicos,71.31,132.74,12,38.0
PROD-199759,Vestuário,117.47,257.12,252,117.0
PROD-199760,Utilidades Domésticas,36.41,72.26,73,76.0
PROD-199761,Vestuário,211.78,404.36,180,71.0
PROD-199762,Vestuário,70.88,141.86,618,78.0
PROD-199763,Alimentos e Bebidas,291.84,452.9,81,44.0
PROD-199764,Beleza e Perfumaria,145.98,226.45,392,124.0
PROD-199765,Alimentos e Bebidas,68.15,130.73,393,2.0
PROD-199766,Alimentos e Bebidas,258.21,452.74,79,165.0
PROD-199767,Alimentos e Bebidas,294.32,505.02,493,138.0
PROD-199768,Eletrônicos,100.88,164.37,30,293.0
PROD-199769,Beleza e Perfumaria,168.31,248.59,168,24.0
PROD-199770,Vestuário,88.94,158.36,78,161.0
PROD-199771,Vestuário,277.32,573.42,214,82.0
PROD-199772,Vestuário,69.61,146.82,176,143.0
PROD-199773,Alimentos e Bebidas,59.83,118.73,77,296.0
PROD-199774,Eletrônicos,155.21,245.74,117,81.0
PROD-199775,Vestuário,148.54,202.51,198,2.0
PROD-199776,Vestuário,59.93,110.75,206,288.0
PROD-199777,Utilidades Domésticas,97.47,178.87,40,17.0
PROD-199778,Eletrônicos,177.35,260.1,36,164.0
PROD-199779,Vestuário,59.99,110.06,105,29.0
PROD-199780,Eletrônicos,77.95,113.33,47,28.0
PROD-199781,Alimentos e Bebidas,276.72,501.81,146,58.0
PROD-199782,Vestuário,70.01,132.04,389,16.0
PROD-199783,Utilidades Domésticas,194.52,270.3,502,277.0
PROD-199784,Eletrônicos,32.16,54.34,98,63.0
PROD-199785,Alimentos e Bebidas,164.39,323.09,168,20.0
PROD-199786,Alimentos e Bebidas,223.65,360.2,210,45.0
PROD-199787,Eletrônicos,212.92,406.75,155,140.0
PROD-199788,Vestuário,106.52,193.62,204,151.0
PROD-199789,Eletrônicos,217.75,287.55,255,77.0
PROD-199790,Vestuário,298.14,394.37,76,200.0
PROD-199791,Utilidades Domésticas,262.28,440.86,484,193.0
PROD-199792,Eletrônicos,63.39,101.42,70,48.0
PROD-199793,Vestuário,169.91,270.9,38,270.0
PROD-199794,Beleza e Perfumaria,200.52,389.19,156,58.0
PROD-199795,Utilidades Domésticas,101.69,201.39,266,14.0
PROD-199796,Eletrônicos,114.74,157.03,150,255.0
PROD-199797,Utilidades Domésticas,161.12,272.31,11,7.0
PROD-199798,Vestuário,111.27,233.0,213,283.0
PROD-199799,Vestuário,194.4,343.74,172,102.0
PROD-199800,Alimentos e Bebidas,80.76,156.4,214,236.0
PROD-199801,Alimentos e Bebidas,242.01,373.46,103,141.0
PROD-199802,Alimentos e Bebidas,141.18,268.68,225,162.0
PROD-199803,Beleza e Perfumaria,241.03,347.85,44,110.0
PROD-199804,Alimentos e Bebidas,264.07,486.74,38,252.0
PROD-199805,Alimentos e Bebidas,233.93,377.63,36,223.0
PROD-199806,Alimentos e Bebidas,239.58,487.6,215,216.0
PROD-199807,Vestuário,207.07,332.26,294,132.0
PROD-199808,Vestuário,109.83,173.07,89,117.0
PROD-199809,Utilidades Domésticas,23.67,47.57,38,279.0
PROD-199810,Alimentos e Bebidas,144.45,196.39,224,116.0
PROD-199811,Alimentos e Bebidas,135.5,287.85,32,283.0
PROD-199812,Vestuário,123.4,264.17,285,233.0
PROD-199813,Vestuário,116.38,179.79,104,137.0
PROD-199814,Eletrônicos,123.65,220.02,323,53.0
PROD-199815,Alimentos e Bebidas,153.83,325.0,14,201.0
PROD-199816,Vestuário,136.31,250.82,52,69.0
PROD-199817,Vestuário,99.35,188.97,32,196.0
PROD-199818,Vestuário,32.52,45.05,65,141.0
PROD-199819,Vestuário,278.96,596.33,32,256.0
PROD-199820,Utilidades Domésticas,99.2,141.98,173,34.0
PROD-199821,Alimentos e Bebidas,234.96,352.24,167,273.0
PROD-199822,Utilidades Domésticas,239.72,352.2,629,8.0
PROD-199823,Alimentos e Bebidas,99.95,208.29,135,160.0
PROD-199824,Utilidades Domésticas,299.58,545.6,80,124.0
PROD-199825,Utilidades Domésticas,285.94,480.28,96,83.0
PROD-199826,Alimentos e Bebidas,131.98,271.19,94,217.0
PROD-199827,Beleza e Perfumaria,277.03,363.03,567,198.0
PROD-199828,Beleza e Perfumaria,160.51,243.83,363,240.0
PROD-199829,Eletrônicos,253.76,402.33,180,50.0
PROD-199830,Beleza e Perfumaria,55.26,85.81,5,71.0
PROD-199831,Utilidades Domésticas,51.69,111.91,467,246.0
PROD-199832,Alimentos e Bebidas,213.37,352.51,256,15.0
PROD-199833,Beleza e Perfumaria,207.88,404.68,364,299.0
PROD-199834,Utilidades Domésticas,154.42,244.3,75,129.0
PROD-199835,Utilidades Domésticas,154.34,278.2,59,116.0
PROD-199836,Vestuário,144.58,192.12,203,149.0
PROD-199837,Vestuário,103.27,168.13,939,127.0
PROD-199838,Vestuário,48.8,98.69,34,224.0
PROD-199839,Vestuário,164.84,261.01,136,13.0
PROD-199840,Vestuário,48.65,100.3,12,166.0
PROD-199841,Vestuário,183.01,303.65,139,60.0
PROD-199842,Alimentos e Bebidas,261.6,377.76,64,256.0
PROD-199843,Alimentos e Bebidas,120.59,221.78,84,152.0
PROD-199844,Beleza e Perfumaria,32.76,45.8,322,299.0
PROD-199845,Beleza e Perfumaria,137.71,299.92,271,14.0
PROD-199846,Alimentos e Bebidas,97.02,148.0,79,117.0
PROD-199847,Alimentos e Bebidas,10.79,17.85,189,162.0
PROD-199848,Alimentos e Bebidas,118.01,164.14,103,279.0
PROD-199849,Eletrônicos,253.38,546.11,8,231.0
PROD-199850,Utilidades Domésticas,187.41,402.85,61,119.0
PROD-199851,Vestuário,291.67,400.84,9,257.0
PROD-199852,Vestuário,58.19,113.26,30,191.0
PROD-199853,Alimentos e Bebidas,170.68,374.51,550,149.0
PROD-199854,Utilidades Domésticas,225.38,407.32,131,168.0
PROD-199855,Utilidades Domésticas,82.75,139.58,154,3.0
PROD-199856,Alimentos e Bebidas,175.17,290.78,154,299.0
PROD-199857,Utilidades Domésticas,159.65,229.96,548,24.0
PROD-199858,Alimentos e Bebidas,226.28,490.55,127,129.0
PROD-199859,Vestuário,274.49,459.39,119,262.0
PROD-199860,Vestuário,256.14,376.1,90,239.0
PROD-199861,Beleza e Perfumaria,259.4,521.57,225,166.0
PROD-199862,Vestuário,24.1,37.46,165,171.0
PROD-199863,Utilidades Domésticas,86.27,179.39,64,270.0
PROD-199864,Alimentos e Bebidas,216.07,347.64,529,211.0
PROD-199865,Eletrônicos,79.9,135.13,10,18.0
PROD-199866,Eletrônicos,99.4,169.83,54,267.0
PROD-199867,Beleza e Perfumaria,64.13,85.47,692,41.0
PROD-199868,Alimentos e Bebidas,112.68,210.9,249,46.0
PROD-199869,Eletrônicos,48.94,88.18,130,156.0
PROD-199870,Vestuário,29.82,55.75,260,92.0
PROD-199871,Utilidades Domésticas,90.39,159.69,47,22.0
PROD-199872,Alimentos e Bebidas,6.0,9.33,12,193.0
PROD-199873,Eletrônicos,23.2,40.96,37,251.0
PROD-199874,Alimentos e Bebidas,23.97,33.27,32,96.0
PROD-199875,Vestuário,275.5,427.59,46,89.0
PROD-199876,Vestuário,118.33,247.03,350,280.0
PROD-199877,Eletrônicos,142.71,277.09,45,107.0
PROD-199878,Eletrônicos,182.48,255.7,139,147.0
PROD-199879,Vestuário,280.02,577.24,113,128.0
PROD-199880,Utilidades Domésticas,102.34,139.35,273,215.0
PROD-199881,Alimentos e Bebidas,189.28,368.09,176,218.0
PROD-199882,Eletrônicos,239.58,522.31,8,172.0
PROD-199883,Alimentos e Bebidas,237.04,501.56,71,233.0
PROD-199884,Eletrônicos,297.32,441.84,291,275.0
PROD-199885,Alimentos e Bebidas,95.8,208.04,144,141.0
PROD-199886,Utilidades Domésticas,212.76,390.45,18,100.0
PROD-199887,Alimentos e Bebidas,49.9,70.13,136,27.0
PROD-199888,Vestuário,113.55,211.18,23,151.0
PROD-199889,Alimentos e Bebidas,45.32,84.26,23,237.0
PROD-199890,Alimentos e Bebidas,241.67,383.61,559,259.0
PROD-199891,Alimentos e Bebidas,166.93,222.56,148,202.0
PROD-199892,Vestuário,147.77,228.14,34,0.0
PROD-199893,Alimentos e Bebidas,191.42,409.73,52,182.0
PROD-199894,Vestuário,22.73,42.17,458,183.0
PROD-199895,Alimentos e Bebidas,144.18,188.14,543,44.0
PROD-199896,Alimentos e Bebidas,169.46,291.3,73,231.0
PROD-199897,Alimentos e Bebidas,141.2,267.99,88,161.0
PROD-199898,Vestuário,15.9,24.84,90,49.0
PROD-199899,Utilidades Domésticas,259.82,549.42,11,5.0
PROD-199900,Vestuário,34.17,54.38,68,92.0
PROD-199901,Alimentos e Bebidas,113.84,225.13,191,143.0
PROD-199902,Eletrônicos,261.99,408.23,41,19.0
PROD-199903,Utilidades Domésticas,110.48,204.17,256,288.0
PROD-199904,Eletrônicos,271.48,578.35,156,162.0
PROD-199905,Utilidades Domésticas,91.59,122.28,190,139.0
PROD-199906,Beleza e Perfumaria,176.28,332.21,75,285.0
PROD-199907,Vestuário,267.31,385.96,11,164.0
PROD-199908,Beleza e Perfumaria,61.94,128.65,16,115.0
PROD-199909,Eletrônicos,121.44,189.11,158,189.0
PROD-199910,Utilidades Domésticas,268.21,468.68,67,159.0
PROD-199911,Vestuário,37.9,58.05,270,184.0
PROD-199912,Beleza e Perfumaria,76.14,100.56,114,162.0
PROD-199913,Alimentos e Bebidas,238.86,508.74,138,187.0
PROD-199914,Utilidades Domésticas,6.67,11.84,378,24.0
PROD-199915,Eletrônicos,271.67,551.92,118,249.0
PROD-199916,Vestuário,11.22,22.6,86,244.0
PROD-199917,Vestuário,230.89,355.72,112,258.0
PROD-199918,Vestuário,53.12,92.94,55,131.0
PROD-199919,Utilidades Domésticas,140.48,215.17,236,130.0
PROD-199920,Vestuário,292.51,587.44,20,246.0
PROD-199921,Utilidades Domésticas,172.05,242.21,227,250.0
PROD-199922,Alimentos e Bebidas,43.08,66.68,42,203.0
PROD-199923,Alimentos e Bebidas,241.02,514.36,63,283.0
PROD-199924,Eletrônicos,227.25,323.85,58,279.0
PROD-199925,Vestuário,223.84,309.68,325,107.0
PROD-199926,Utilidades Domésticas,298.67,571.79,19,93.0
PROD-199927,Vestuário,80.76,164.12,10,132.0
PROD-199928,Vestuário,273.54,509.81,161,233.0
PROD-199929,Alimentos e Bebidas,264.91,370.53,369,110.0
PROD-199930,Utilidades Domésticas,241.17,388.04,427,173.0
PROD-199931,Utilidades Domésticas,199.35,359.35,493,285.0
PROD-199932,Alimentos e Bebidas,109.32,230.55,141,91.0
PROD-199933,Eletrônicos,259.35,488.27,172,275.0
PROD-199934,Vestuário,262.24,501.16,52,87.0
PROD-199935,Alimentos e Bebidas,145.81,190.73,62,71.0
PROD-199936,Utilidades Domésticas,102.4,206.43,240,156.0
PROD-199937,Beleza e Perfumaria,198.8,300.36,50,292.0
PROD-199938,Utilidades Domésticas,227.2,404.25,149,27.0
PROD-199939,Alimentos e Bebidas,61.36,134.41,133,81.0
PROD-199940,Alimentos e Bebidas,172.55,368.47,19,107.0
PROD-199941,Vestuário,228.76,311.25,23,234.0
PROD-199942,Vestuário,281.91,578.01,74,209.0
PROD-199943,Vestuário,110.61,219.09,54,144.0
PROD-199944,Utilidades Domésticas,215.33,463.9,6,291.0
PROD-199945,Eletrônicos,221.13,344.68,170,171.0
PROD-199946,Utilidades Domésticas,204.57,341.02,217,221.0
PROD-199947,Vestuário,150.31,263.23,126,45.0
PROD-199948,Alimentos e Bebidas,122.96,229.31,15,236.0
PROD-199949,Utilidades Domésticas,66.65,112.97,276,261.0
PROD-199950,Vestuário,143.03,268.49,136,120.0
PROD-199951,Vestuário,8.85,19.11,164,177.0
PROD-199952,Alimentos e Bebidas,288.46,582.86,453,11.0
PROD-199953,Utilidades Domésticas,20.61,34.97,301,209.0
PROD-199954,Alimentos e Bebidas,155.76,339.93,40,83.0
PROD-199955,Eletrônicos,97.59,201.14,191,156.0
PROD-199956,Alimentos e Bebidas,268.44,514.27,127,232.0
PROD-199957,Alimentos e Bebidas,143.55,275.1,79,175.0
PROD-199958,Vestuário,242.35,453.25,53,62.0
PROD-199959,Vestuário,197.89,369.66,61,68.0
PROD-199960,Eletrônicos,60.97,120.87,71,9.0
PROD-199961,Eletrônicos,82.9,119.01,81,198.0
PROD-199962,Eletrônicos,180.8,265.92,44,83.0
PROD-199963,Eletrônicos,98.95,137.04,153,187.0
PROD-199964,Utilidades Domésticas,69.31,138.49,103,244.0
PROD-199965,Beleza e Perfumaria,68.16,110.97,7,196.0
PROD-199966,Eletrônicos,54.91,100.01,41,118.0
PROD-199967,Alimentos e Bebidas,15.13,32.27,109,211.0
PROD-199968,Vestuário,282.52,450.91,223,274.0
PROD-199969,Alimentos e Bebidas,79.96,174.64,130,92.0
PROD-199970,Alimentos e Bebidas,173.61,362.47,240,9.0
PROD-199971,Eletrônicos,77.51,107.57,256,281.0
PROD-199972,Alimentos e Bebidas,119.18,218.43,179,111.0
